T,Tbar,mu,mubar,sw_start_x,sw_end_t,sw_end_x,univ_point_t,univ_point_x,outcome,err_sw_t,err_sw_x
120,120,0.00833333333333,0.00833333333333,0.928351497326,43.9389724058,0.698028027548,656.4992442263841,0.697892086064,1.11302286579377,-2.7418429197e-08,-5.72008132162e-09,8.24227491814e-12
120,118,0.00833333333333,0.00847457627119,0.927288639155,43.9166828195,0.69476941746,657.2205973635008,0.692241789218,1.08778522859199,-1.89527556365e-08,-1.07772689677e-07,1.30370367279e-11
120,116,0.00833333333333,0.00862068965517,0.926193341179,43.8473871952,0.69184114465,657.5333834787756,0.689197513459,1.06233563729188,-1.35879127316e-08,-1.13722246121e-07,-3.67761376907e-16
120,114,0.00833333333333,0.00877192982456,0.925064960935,43.7222448742,0.689315781857,657.3612964010781,0.68931578241,1.03667194792658,1.14482725125e-13,1.2573559305e-14,-2.08839195937e-12
120,112,0.00833333333333,0.00892857142857,0.923900994111,43.6465614811,0.686282884659,657.6656253251358,0.686282897018,1.01087325811847,1.95255456633e-13,5.26932725374e-13,2.36438646439e-12
120,110,0.00833333333333,0.00909090909091,0.922698539079,43.5706051088,0.683191869295,657.9734762525355,0.683191869585,0.984910640587151,3.71187625179e-14,1.01712632784e-15,-5.06198555295e-12
120,108,0.00833333333333,0.00925925925926,0.921457330374,43.4922749629,0.680035100244,658.2858585417198,0.680035100676,0.958791321250234,7.73892846708e-14,7.22916929819e-15,-1.85491205729e-12
120,106,0.00833333333333,0.00943396226415,0.920175393971,43.4130722244,0.676796741404,658.6175373976797,0.676712988962,0.932523328018228,-2.71264070401e-10,-3.75587297837e-09,-1.87986431976e-12
120,104,0.00833333333333,0.00961538461538,0.918850381018,43.460875405,0.672322101235,660.1415994118678,0.665113547242,0.906346524039323,-3.44882093658e-08,-3.31088932593e-07,-9.89077916791e-11
120,102,0.00833333333333,0.00980392156863,0.917480198802,43.254858235,0.670037340524,659.3680512137488,0.669355542483,0.879579444834726,-2.83319021352e-08,-3.12419996225e-08,-6.62069704616e-12
120,100,0.00833333333333,0.01,0.916062495743,43.1409711141,0.666827838943,659.4537933021835,0.667585007169,0.852922443226748,-4.50038217471e-08,3.49719403077e-08,2.56848015079e-12
120,98,0.00833333333333,0.0102040816327,0.914595252606,43.0675032805,0.663151099049,659.9572776315006,0.662927067872,0.826155110000811,-3.54626883001e-08,-1.04806132803e-08,1.49040155217e-12
120,96,0.00833333333333,0.0104166666667,0.913076419742,42.9693727582,0.659586535108,660.2614212875043,0.65958653573,0.799295025870496,4.8305104491e-13,1.57956458952e-14,-3.76897124621e-12
120,94,0.00833333333333,0.0106382978723,0.91150099407,42.8723459006,0.655902300582,660.6090694339999,0.655902300785,0.772354439333573,-7.71690306803e-14,-4.29455624367e-15,-2.93725460621e-12
120,92,0.00833333333333,0.0108695652174,0.909864257039,42.7251449662,0.652592810168,660.4727479772416,0.655506287568,0.745381714595075,-3.4311963597e-08,1.40313494548e-07,5.50780254738e-12
120,90,0.00833333333333,0.0111111111111,0.908170079862,42.6693019244,0.64827139207,661.3216074892517,0.64827139223,0.718293685747088,-1.09628287825e-13,-6.81761740849e-15,4.84768475362e-14
120,88,0.00833333333333,0.0113636363636,0.906403815545,42.5655525818,0.644327157851,661.6843859523708,0.644336900869,0.691208448988062,-3.53284089675e-08,4.835876532e-10,-3.86910989358e-13
120,86,0.00833333333333,0.0116279069767,0.904571327385,42.4674371282,0.640170454244,662.1697952228737,0.639483999662,0.664114008899003,-1.40949257627e-08,-3.45627022949e-08,4.74216499402e-12
120,84,0.00833333333333,0.0119047619048,0.90266381551,42.4145699299,0.635446862807,663.1393341087279,0.631052612396,0.637093042599114,-2.41096083096e-08,-2.25738972873e-07,-2.49377393735e-11
120,82,0.00833333333333,0.0121951219512,0.900677096627,42.2789754916,0.631368842396,663.3441617205563,0.628089728326,0.610010504615083,-3.81857488299e-08,-1.70453409677e-07,-1.75249398326e-12
120,80,0.00833333333333,0.0125,0.898606701449,42.1223740627,0.627346650257,663.3826060210699,0.626291827,0.582984772736773,-4.19321805781e-08,-5.54016470765e-08,3.79575190723e-11
120,78,0.00833333333333,0.0128205128205,0.896447317563,42.0644424664,0.622212401853,664.4522846517547,0.616838936602,0.556162762242691,-4.22665736021e-08,-2.88613091009e-07,-1.5358408989e-12
120,76,0.00833333333333,0.0131578947368,0.894192839385,41.8514453586,0.618422783523,664.0267269557364,0.618389481703,0.529279809058996,-8.22077316453e-09,-1.79931883719e-09,-2.45371084562e-12
120,74,0.00833333333333,0.0135135135135,0.891836154796,41.7162889613,0.613702782454,664.4366782493788,0.613702783449,0.502632095184891,5.29480127616e-13,3.62926907396e-14,3.30128979709e-12
120,72,0.00833333333333,0.0138888888889,0.889370565882,41.5762421811,0.608845540669,664.8617290661556,0.608845540252,0.476163557395161,-1.93904333372e-12,-4.21154485237e-14,3.94266286285e-11
120,70,0.00833333333333,0.0142857142857,0.88678719536,41.4313849856,0.60385283361,665.2951643437707,0.603852834837,0.449910197855854,3.1766635729e-12,5.02079244774e-14,4.23272528138e-15
120,68,0.00833333333333,0.0147058823529,0.884078394247,41.2806199357,0.598715425738,665.7355775456338,0.598715426059,0.423910168968782,-2.65379793065e-14,-1.55870489837e-15,-5.80447842569e-12
120,66,0.00833333333333,0.0151515151515,0.881230998971,41.1272222213,0.593414455599,666.2064634719217,0.593292935109,0.398204724524924,-3.98175416227e-08,-7.14967077364e-09,-6.5699425067e-12
