theta,outcome,sw_end_t,sw_end_x,univ_point_t,univ_point_x,err_sw_t,err_sw_x,err_univ
0.45,1.21834721434413,10.557957233648418,0.8286900998674099,169.02320949041587,0.622163971248762,-6.07024453670634e-08,-8.301111744969601e-07,-1.0896838986695911e-13
0.445,1.19527559956342,10.677338016281793,0.8245517365537324,171.24290448013207,0.5578939401039832,-9.462984165276832e-07,-1.5913378021930702e-05,9.263562139594228e-13
0.44,1.15225049914723,10.477877968898975,0.8204134134824768,168.9809452632112,0.6167558877666938,4.593626385984749e-13,1.2345468693962201e-13,2.1996293675385914e-13
0.435,1.12059640514464,10.456059523529557,0.8162876511021946,169.05520691533036,0.6119861398213735,-7.723862680134919e-08,-1.5704746554302357e-07,-2.474825899767552e-13
0.43,1.08983630328741,10.440127024042479,0.8121793903896828,169.08427798482413,0.6081491775066615,-5.639872914926324e-08,-1.2559794615719415e-07,-6.351360409828644e-13
0.425,1.05995480158428,10.43133510468764,0.8080884319991388,169.08613290409352,0.6048450151141561,6.653211371453671e-12,1.7570140160064591e-12,-2.938482790426633e-13
0.42,1.03093534797923,10.432548311688725,0.8040082033278623,169.09879026749556,0.6012800095497525,-2.431710261104101e-08,1.1705022566654068e-08,1.19598775327745e-13
0.415,1.00275880694097,10.442386885267691,0.7999482208748454,169.10564945625654,0.5978005600071559,-4.648216445975889e-11,-1.2714308852217023e-11,-1.301736496372996e-14
0.41,0.976209079677841,10.50331203214511,0.7959010433709813,169.85572924643802,0.5772844148518179,-2.5491153176697536e-07,-4.7397074287209326e-06,-3.036459972349803e-14
0.40499999999999997,0.948856169061301,10.48903899960426,0.7918772016304712,169.08023663568227,0.5915438436812354,-1.7761093351337223e-07,2.3353571858527916e-08,1.89860974164624e-12
0.39999999999999997,0.923088518878203,10.526686557174816,0.7878784758675715,169.0574420831548,0.5885526472857522,4.3019060559770566e-11,1.1690711618273865e-11,-9.073818085791885e-14
0.39499999999999996,0.898082348887405,10.572828690647066,0.7838921485606012,168.98455750786567,0.5865415263687592,-6.460851773927772e-08,2.0254339185017515e-07,-1.5680443055110516e-12
0.455,1.25274312002472,10.59561774416366,0.8328474497279053,168.782172215961,0.6303448189877247,6.286715731719186e-11,1.6625968420797864e-11,8.755930008819135e-14
0.46,1.28813040657978,10.650451494494792,0.8370070248459077,168.69535583854673,0.6352377307787797,-4.7197355342123794e-08,-8.174284840032725e-09,-5.875439024194407e-13
0.465,1.32451601064611,10.721154838226822,0.8411703104045457,168.74753084775563,0.6372891680535794,-2.494757608550719e-07,-7.045306123675194e-07,2.3951173076103283e-12
0.47000000000000003,1.36227408505578,10.815761752827061,0.845343174167585,169.05003937057566,0.6338563566729964,-3.121495790741616e-07,-2.641667804744233e-06,-5.576095141179849e-14
0.47500000000000003,1.40015619708179,10.852496037191665,0.8495227952547256,168.24768461860077,0.6534257139456047,-1.7292011365865555e-07,4.479163164639943e-07,-4.731909308830495e-13
0.48000000000000004,1.43946772283667,10.942269353076336,0.8537069882499526,168.21762426695642,0.6571764422740076,2.1643881807726566e-11,5.513908415096056e-12,7.896461262646426e-15
0.48500000000000004,1.47980780931778,11.033291255463986,0.8578877462959403,168.064453315784,0.6632594947353114,-5.7240893998921266e-12,-2.6360848639194175e-12,-1.249000902703301e-16
0.49000000000000005,1.52117258971332,11.131304687453959,0.8620688538049647,167.89520474561593,0.6696136847406062,-8.436737789098816e-12,-2.132688107837647e-12,1.7055801215803967e-14
0.49500000000000005,1.56377176889451,11.2610436191509,0.8662453861552,168.11226776227778,0.6688447794342016,-6.407575034492036e-08,-1.4643615838764385e-06,1.1018963519404679e-14
0.5,1.72120894604227,10.901444515681645,0.8704958873646631,162.80351350143624,0.8119851933931701,-2.289594908399874e-07,2.5965367087623536e-05,-7.902544122653787e-06
0.5050000000000001,1.65151898628459,11.467638927506272,0.874594056315844,167.27893972204248,0.6904785102213532,-1.2590182352691938e-07,-4.306977248330905e-09,-9.873143969052478e-13
0.51,1.69708275033880,11.592523794642233,0.8787687756589004,167.02944484601605,0.6981316071306063,-9.004683345575448e-12,-2.1997640544626013e-12,9.180156634869263e-15
0.5150000000000001,1.74394378351090,11.753807231010136,0.8829276668971334,167.22229811383883,0.6986620330124971,-1.3429593318544102e-07,-1.3407615965359152e-06,7.425310366571125e-14
0.52,1.79142184235461,11.863444275161878,0.8870885829297539,166.45520587394307,0.7145480220726027,1.3918980345053073e-10,3.3317801097870263e-11,-5.692391003009334e-13
0.5250000000000001,1.84019842828498,12.008757000721022,0.8912360938202695,166.1232511103737,0.7233706032662812,-2.3478464472277708e-08,3.9310600558725066e-10,-7.303879723252749e-14
0.53,1.89003972526072,12.163246244242478,0.8953739473828703,165.8032449683101,0.732016675346453,-4.6835091485872334e-08,-1.000724163857837e-07,-2.6285917886781363e-13
0.5350000000000001,1.94092261214637,12.319085754668032,0.8995013062350735,165.35310676776368,0.7423065892635194,-8.466975560885055e-13,-1.9976129065407187e-13,5.166700400849322e-14
0.54,5.14196996896053e-42,8.140728626980613,0.9091849041952684,-481.05317864110754,-1.6556273034290967,-8.730578891450197e-05,4.2669847147812356e-05,-2.533022171305292
