index,b,d,chi,c, alpha,theta,kappa,T,Tbar,mu,mubar,sw_start_x,sw_end_t,sw_end_x,univ_point_t,univ_point_x,outcome,err_sw_t,err_sw_x1,err_sw_x2
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,40,0.025,0.025,0.855945253,28.41957066,0.613435097,148.4054928,0.613435097,0.794737855,-2.07E-13,-2.18E-14,-2.17E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,39,0.025,0.025641026,0.853158349,28.30141985,0.609804654,148.5960311,0.609804654,0.783243518,-7.77E-15,1.74E-14,-1.91E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,38,0.025,0.026315789,0.850257922,28.17942248,0.606073995,148.7901418,0.606073995,0.771424839,2.29E-15,3.72E-16,9.09E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,37,0.025,0.027027027,0.847231322,28.05564353,0.602250397,148.988148,0.602250397,0.75926887,6.86E-14,6.43E-15,1.79E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,36,0.025,0.027777778,0.844073345,27.92858916,0.598321219,149.1885776,0.598321219,0.74676212,-1.42E-13,-4.23E-15,-4.06E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,35,0.025,0.028571429,0.840774716,27.79762488,0.59427891,149.3928967,0.594281623,0.733890303,-5.86E-08,8.31E-10,2.30E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,34,0.025,0.029411765,0.837324572,27.66361914,0.590115524,149.6029549,0.59010695,0.720638526,-1.50E-07,-2.67E-09,-4.51E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,33,0.025,0.03030303,0.833714601,27.54676507,0.585556955,149.9321843,0.584700379,0.706992761,-1.85E-07,-2.71E-07,1.17E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,32,0.025,0.03125,0.829930198,27.40885502,0.581091243,150.1725317,0.580057247,0.692934244,-2.54E-07,-3.32E-07,7.82E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,31,0.025,0.032258065,0.825961127,27.17355391,0.577703211,149.8842553,0.580359169,0.678458568,-2.47E-07,8.65E-07,-5.96E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,30,0.025,0.033333333,0.821790199,27.14508467,0.571416724,150.8061949,0.56897371,0.663521754,-2.42E-07,-8.13E-07,1.14E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,29,0.025,0.034482759,0.817401917,26.93203373,0.56732509,150.706115,0.567341447,0.648110438,-1.81E-07,5.53E-09,3.51E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,28,0.025,0.035714286,0.812778088,26.81842549,0.561707053,151.2095611,0.559714501,0.632234835,-1.17E-07,-6.87E-07,5.18E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,27,0.025,0.037037037,0.807896783,26.61477884,0.557026056,151.2207699,0.556751924,0.615839838,-5.09E-08,-9.63E-08,-5.20E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,26,0.025,0.038461538,0.802735599,26.43919822,0.551721426,151.4302584,0.551721426,0.598928007,-5.86E-14,4.23E-14,4.47E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,25,0.025,0.04,0.79726118,26.27333508,0.546022944,151.7354214,0.545623237,0.58147138,-2.02E-07,-1.46E-07,1.50E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,24,0.025,0.041666667,0.791456279,26.12009187,0.539860837,152.1647756,0.538152853,0.563452926,-2.41E-07,-6.39E-07,-4.95E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,23,0.025,0.043478261,0.78528897,25.91867026,0.534013005,152.3407696,0.532977768,0.544837047,-1.44E-08,-3.96E-07,1.01E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,22,0.025,0.045454545,0.778704811,25.72568979,0.527723725,152.6126785,0.526679127,0.525614283,-1.73E-07,-4.10E-07,7.67E-14
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,21,0.025,0.047619048,0.771678409,25.5048334,0.521429009,152.7536334,0.521429009,0.505757295,-1.69E-13,-1.73E-14,-3.92E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,20,0.025,0.05,0.764145766,25.2981458,0.514560748,153.0390865,0.51456075,0.485248973,8.93E-13,6.39E-13,4.05E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,19,0.025,0.052631579,0.756055821,25.08333416,0.507360918,153.3330217,0.507360918,0.464067097,2.97E-13,3.47E-14,-7.95E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,18,0.025,0.055555556,0.747332223,24.86158509,0.499806655,153.634669,0.499806656,0.442193274,1.86E-13,4.08E-13,2.00E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,17,0.025,0.058823529,0.7378947,24.63656616,0.491799341,153.9783589,0.491545704,0.419611657,-6.12E-08,-1.15E-07,1.08E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,16,0.025,0.0625,0.727651025,24.39849849,0.483403226,154.3008683,0.48312169,0.396309789,-1.61E-07,-1.32E-07,-1.16E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,15,0.025,0.066666667,0.716488405,24.14834659,0.47455647,154.6081029,0.474432502,0.372280717,-1.03E-07,-6.01E-08,3.91E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,14,0.025,0.071428571,0.704265884,23.88963258,0.465147252,154.9290659,0.465147252,0.347524983,2.44E-12,2.56E-13,-2.46E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,13,0.025,0.076923077,0.690797106,23.63905164,0.454927724,155.3895182,0.454092584,0.322053999,-8.94E-08,-4.39E-07,-1.51E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,12,0.025,0.083333333,0.675888578,23.35254491,0.444323669,155.6305909,0.444323668,0.295888083,-4.48E-12,-4.65E-13,1.86E-10
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,11,0.025,0.090909091,0.659250857,23.08455565,0.432614695,156.0877704,0.431936299,0.269073635,-1.36E-07,-3.93E-07,1.25E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,10,0.025,0.1,0.640563206,22.79096406,0.420190682,156.356693,0.420190681,0.241674475,-1.21E-11,-1.29E-12,-2.09E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,9,0.025,0.111111111,0.61934531,22.51287642,0.406505329,156.7318877,0.406423636,0.213793536,-5.99E-08,-5.31E-08,9.29E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,8,0.025,0.125,0.59501043,22.24220443,0.39151491,157.0365214,0.391721288,0.185576528,-1.24E-07,1.44E-07,1.25E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,7,0.025,0.142857143,0.566717543,22.0301991,0.37463219,157.5590062,0.373614316,0.15723307,-1.23E-07,-7.66E-07,5.98E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,6,0.025,0.166666667,0.533269223,21.86976281,0.355968328,157.6138685,0.355968221,0.129052331,-7.61E-09,-8.84E-11,-4.48E-10
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,5,0.025,0.2,0.492864618,21.9290525,0.334410721,157.6395325,0.334410721,0.101447112,-2.10E-12,-2.49E-13,-7.71E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,40,4,0.025,0.25,0.442600489,22.56804479,0.309104952,157.085857,0.309104952,0.074984414,-8.49E-12,-6.34E-13,-5.30E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,40,0.025641026,0.025,0.857345213,28.0882399,0.616752791,148.739732,0.616752791,0.810204561,7.96E-13,2.82E-14,-1.12E-10
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,39,0.025641026,0.025641026,0.854582566,27.97122094,0.613128823,148.9287041,0.613128823,0.798548895,-1.55E-12,-2.27E-14,-9.94E-14
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,38,0.025641026,0.026315789,0.851707125,27.85044589,0.609404823,149.1214888,0.609404823,0.786563175,5.88E-14,8.68E-15,-1.10E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,37,0.025641026,0.027027027,0.848706663,27.72781605,0.605587241,149.3180002,0.605587241,0.774234253,2.34E-14,1.31E-15,-1.44E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,36,0.025641026,0.027777778,0.845575828,27.60192902,0.601663858,149.517447,0.601663858,0.761548299,-6.37E-14,-9.84E-14,-3.81E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,35,0.025641026,0.028571429,0.842305525,27.47610299,0.597576523,149.7418082,0.597424485,0.748490689,-4.88E-08,-4.61E-08,1.37E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,34,0.025641026,0.029411765,0.838884603,27.34426855,0.593405261,149.9562248,0.593199254,0.735046141,-1.48E-07,-6.34E-08,-7.54E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,33,0.025641026,0.03030303,0.835305105,27.21086079,0.589081939,150.1868518,0.588730636,0.721198902,-1.82E-07,-1.10E-07,1.48E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,32,0.025641026,0.03125,0.831552503,27.06597504,0.584728879,150.3790797,0.584548868,0.706931522,-2.48E-07,-5.71E-08,4.03E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,31,0.025641026,0.032258065,0.827616191,26.94882835,0.579819392,150.7561519,0.578462598,0.692231088,-2.51E-07,-4.38E-07,8.09E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,30,0.025641026,0.033333333,0.823480072,26.77061133,0.575510121,150.8139367,0.575395175,0.677067857,-2.24E-07,-3.77E-08,-9.68E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,29,0.025641026,0.034482759,0.819127945,26.63116003,0.570476588,151.1251629,0.569742052,0.661435285,-1.84E-07,-2.45E-07,4.10E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,28,0.025641026,0.035714286,0.814541743,26.48040812,0.565364124,151.4043493,0.564284641,0.645308972,-1.15E-07,-3.67E-07,-3.72E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,27,0.025641026,0.037037037,0.80970079,26.29493497,0.560468063,151.5093919,0.560401004,0.628664763,-2.66E-08,-2.33E-08,-4.38E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,26,0.025641026,0.038461538,0.804581216,26.12516272,0.555103259,151.7455073,0.55510326,0.611487412,-3.68E-13,6.09E-14,2.21E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,25,0.025641026,0.04,0.799149943,25.99145442,0.549001108,152.2401362,0.547122633,0.593759865,-2.02E-07,-6.80E-07,6.37E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,24,0.025641026,0.041666667,0.79339049,25.78176256,0.543602289,152.3076268,0.543182858,0.57543949,-2.28E-07,-1.55E-07,3.01E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,23,0.025641026,0.043478261,0.787271962,25.58764669,0.537675188,152.5156577,0.537675188,0.556523339,3.30E-13,3.30E-14,4.16E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,22,0.025641026,0.045454545,0.780737053,25.44055641,0.530798846,153.0763364,0.528540245,0.536992591,-2.15E-07,-8.75E-07,8.54E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,21,0.025641026,0.047619048,0.773768479,25.19710025,0.524805576,153.0617307,0.524805576,0.516794799,-1.36E-12,-1.34E-13,3.30E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,20,0.025641026,0.05,0.766285951,25.01220842,0.51768344,153.4806781,0.516640051,0.495939298,-1.06E-07,-4.26E-07,-8.70E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,19,0.025641026,0.052631579,0.75825808,24.77930755,0.510734975,153.6378743,0.510734976,0.474388737,2.60E-13,2.99E-14,-3.59E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,18,0.025641026,0.055555556,0.749599056,24.55864056,0.503173135,153.9382987,0.503173135,0.452129799,-1.55E-13,-1.87E-14,-3.69E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,17,0.025641026,0.058823529,0.740229016,24.33325999,0.495179486,154.2680938,0.495015513,0.429143289,-4.20E-08,-7.32E-08,-1.57E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,16,0.025641026,0.0625,0.730056663,24.09862146,0.486744599,154.6064113,0.486422743,0.405415688,-1.53E-07,-1.49E-07,-8.57E-14
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,15,0.025641026,0.066666667,0.718969775,23.86325201,0.477711631,155.0220878,0.476721288,0.380940125,-1.20E-07,-4.74E-07,-3.32E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,14,0.025641026,0.071428571,0.706833794,23.59044199,0.468464662,155.2289852,0.468464663,0.355710923,4.72E-13,5.96E-14,-1.31E-10
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,13,0.025641026,0.076923077,0.693445503,23.34089921,0.45823451,155.685277,0.457403349,0.329743107,-1.79E-07,-4.31E-07,-3.66E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,12,0.025641026,0.083333333,0.678626891,23.05432613,0.447619575,155.9185124,0.447695037,0.303054219,-1.81E-07,4.10E-08,-3.24E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,11,0.025641026,0.090909091,0.662096086,22.78814848,0.435852881,156.3980882,0.435073635,0.275689646,-1.10E-07,-4.45E-07,-3.08E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,10,0.025641026,0.1,0.643509298,22.49330495,0.42341426,156.6562403,0.42340874,0.247711923,-6.19E-08,-3.33E-09,2.53E-10
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,9,0.025641026,0.111111111,0.622421227,22.21041538,0.409696731,157.0208695,0.409696732,0.219224449,-9.18E-13,-6.77E-14,-1.05E-10
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,8,0.025641026,0.125,0.59820184,21.95006215,0.394523243,157.4713674,0.393902489,0.19037393,-1.31E-07,-4.26E-07,4.99E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,7,0.025641026,0.142857143,0.570042641,21.71281667,0.377765901,157.7979239,0.37715681,0.161369794,-1.07E-07,-4.52E-07,7.30E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,6,0.025641026,0.166666667,0.536732292,21.5540576,0.358897457,158.0368081,0.358367624,0.132509858,-1.07E-07,-4.30E-07,-3.35E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,5,0.025641026,0.2,0.496474919,21.58051013,0.337313156,157.9879674,0.337313154,0.104210766,-1.39E-11,-2.34E-12,1.45E-10
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,39,4,0.025641026,0.25,0.446344483,22.15062098,0.311927004,157.3643954,0.312356375,0.077054825,-4.02E-07,4.49E-07,-2.08E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,40,0.026315789,0.025,0.858783037,27.74979661,0.620151365,149.081334,0.620151365,0.826324952,-2.73E-13,-3.23E-14,-8.03E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,39,0.026315789,0.025641026,0.856045298,27.63394972,0.616534312,149.2689598,0.616534312,0.814503614,1.93E-14,1.94E-15,1.09E-10
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,38,0.026315789,0.026315789,0.853195491,27.51444973,0.612817483,149.4610934,0.612817483,0.802346237,-1.06E-13,-1.08E-14,-1.42E-10
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,37,0.026315789,0.027027027,0.850221869,27.39301062,0.609006357,149.655345,0.609006358,0.789839662,-2.78E-14,-1.80E-15,-1.41E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,36,0.026315789,0.027777778,0.847118908,27.26833323,0.605089214,149.8533307,0.605089215,0.776969496,2.85E-14,1.73E-15,-1.04E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,35,0.026315789,0.028571429,0.843877562,27.14824845,0.600948578,150.101861,0.600609541,0.76372103,-4.81E-08,-1.02E-07,5.00E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,34,0.026315789,0.029411765,0.840486787,27.02490298,0.596687784,150.3548246,0.595991124,0.750078956,-1.46E-07,-2.12E-07,-6.03E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,33,0.026315789,0.03030303,0.836938634,26.89286801,0.592368073,150.5856524,0.591509721,0.736025851,-1.80E-07,-2.65E-07,1.18E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,32,0.026315789,0.03125,0.833218685,26.75577268,0.587934511,150.8145095,0.586964454,0.721545123,-2.45E-07,-3.04E-07,-4.93E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,31,0.026315789,0.032258065,0.829316352,26.62251485,0.583257164,151.0929007,0.581824958,0.706620593,-2.48E-07,-4.57E-07,-6.74E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,30,0.026315789,0.033333333,0.825215691,26.44589621,0.578952201,151.1481107,0.578784132,0.691225116,-2.24E-07,-5.45E-08,-9.50E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,29,0.026315789,0.034482759,0.820900725,26.34758664,0.573391954,151.6938058,0.570781961,0.675363891,-2.00E-07,-8.62E-07,-3.45E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,28,0.026315789,0.035714286,0.81635309,26.13328341,0.569146401,151.5855042,0.5691517,0.658970726,-1.20E-07,1.78E-09,1.16E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,27,0.026315789,0.037037037,0.811553009,25.98275754,0.563808926,151.8915584,0.563289656,0.642066751,-2.61E-08,-1.78E-07,-2.98E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,26,0.026315789,0.038461538,0.806476782,25.80467085,0.558572282,152.0673422,0.558572282,0.624614667,6.26E-14,2.86E-15,1.48E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,25,0.026315789,0.04,0.801089805,25.63565193,0.552962351,152.3300005,0.552854104,0.606593701,-1.75E-07,-3.86E-08,6.57E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,24,0.026315789,0.041666667,0.795377078,25.47227429,0.546968804,152.6775006,0.546138599,0.587981497,-2.25E-07,-3.03E-07,5.48E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,23,0.026315789,0.043478261,0.78930185,25.28645715,0.540957283,152.926976,0.540215958,0.568751711,-2.18E-07,-2.77E-07,-1.16E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,22,0.026315789,0.045454545,0.782824614,25.08109917,0.534866567,153.09367,0.53491592,0.548881415,-2.17E-07,1.89E-08,-1.31E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,21,0.026315789,0.047619048,0.775912674,24.8838208,0.52827497,153.3757737,0.528274969,0.528348821,-7.32E-13,-5.75E-13,1.50E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,20,0.026315789,0.05,0.768485476,24.68208316,0.521396507,153.663401,0.521352674,0.507129596,-1.66E-07,-1.76E-08,-1.65E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,19,0.026315789,0.052631579,0.760520425,24.46923888,0.51419918,153.9488163,0.51419918,0.48520123,-4.17E-15,-1.28E-14,-1.38E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,18,0.026315789,0.055555556,0.751928544,24.24957583,0.506629245,154.2480954,0.506629245,0.462542999,-2.03E-13,-2.03E-14,-6.82E-14
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,17,0.026315789,0.058823529,0.742627042,24.03863324,0.498461675,154.6740272,0.497531361,0.43913795,-6.62E-09,-4.10E-07,1.52E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,16,0.026315789,0.0625,0.732527916,23.80028511,0.490082426,154.9762907,0.489273102,0.414967712,-1.45E-07,-3.68E-07,3.73E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,15,0.026315789,0.066666667,0.721518902,23.54278195,0.481337924,155.2037371,0.481287107,0.390023655,-1.37E-07,-2.40E-08,-1.36E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,14,0.026315789,0.071428571,0.709463311,23.28713375,0.471882197,155.5335607,0.471882198,0.364305461,1.80E-13,1.92E-14,1.80E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,13,0.026315789,0.076923077,0.696169359,23.02482805,0.461789949,155.8789172,0.461778379,0.33781925,-1.59E-07,-5.92E-09,6.46E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,12,0.026315789,0.083333333,0.681452772,22.75233479,0.450978017,156.2311034,0.450978027,0.31058646,2.33E-11,5.13E-12,-4.23E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,11,0.026315789,0.090909091,0.665020145,22.47122864,0.439368289,156.5693299,0.439537048,0.282646993,-7.12E-08,9.49E-08,-4.91E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,10,0.026315789,0.1,0.646543748,22.19169134,0.426706158,156.9789773,0.426565581,0.254066297,-4.68E-08,-8.35E-08,-2.79E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,9,0.026315789,0.111111111,0.625566248,21.90893342,0.412941545,157.3567687,0.412727937,0.22494474,-8.03E-08,-1.35E-07,-6.70E-14
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,8,0.026315789,0.125,0.601485343,21.63954488,0.397763729,157.7649199,0.397230934,0.195430306,-6.56E-08,-3.60E-07,-6.01E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,7,0.026315789,0.142857143,0.573461376,21.3969512,0.380932766,158.111197,0.380324324,0.165735082,-1.18E-07,-4.44E-07,6.22E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,6,0.026315789,0.166666667,0.540304342,21.21787787,0.362053711,158.2658647,0.362053697,0.136160454,-9.74E-11,-1.16E-11,-6.28E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,5,0.026315789,0.2,0.500189247,21.22841841,0.340305189,158.3395635,0.34030519,0.107132332,6.04E-12,7.39E-13,8.29E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,38,4,0.026315789,0.25,0.450221024,21.74712854,0.314743147,157.9066867,0.314743148,0.079245575,-1.13E-11,1.11E-12,1.21E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,40,0.027027027,0.025,0.860260526,27.4039338,0.623634734,149.4296588,0.623634732,0.843141657,-4.26E-13,-4.78E-13,3.68E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,39,0.027027027,0.025641026,0.85754838,27.28930107,0.620025063,149.6162163,0.620025063,0.831150143,2.12E-13,-3.09E-15,3.08E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,38,0.027027027,0.026315789,0.854724887,27.17113184,0.616315957,149.8067196,0.616315964,0.818816541,6.50E-13,1.91E-12,-3.29E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,37,0.027027027,0.027027027,0.851778842,27.05092736,0.612511758,149.9999601,0.612511758,0.806127358,-9.57E-14,-6.81E-15,2.99E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,36,0.027027027,0.027777778,0.848704521,26.9275041,0.608601327,150.1965767,0.608601327,0.79306782,2.74E-14,4.47E-15,-9.83E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,35,0.027027027,0.028571429,0.845491556,26.83773083,0.604084025,150.6050933,0.602528465,0.77962786,-1.06E-07,-4.61E-07,1.49E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,34,0.027027027,0.029411765,0.842133194,26.71197544,0.599875583,150.8388746,0.59808535,0.765782442,-1.48E-07,-5.38E-07,3.04E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,33,0.027027027,0.03030303,0.83861711,26.53644562,0.596156018,150.8144909,0.596118437,0.751510207,-1.78E-07,-1.14E-08,-9.25E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,32,0.027027027,0.03125,0.834930777,26.41681108,0.591514118,151.1344379,0.590667091,0.73681002,-2.40E-07,-2.62E-07,-8.01E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,31,0.027027027,0.032258065,0.83106339,26.26607792,0.587093061,151.3012709,0.586620802,0.721652727,-2.38E-07,-1.49E-07,-5.66E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,30,0.027027027,0.033333333,0.826999207,26.11002083,0.582540393,151.4643143,0.582510228,0.706022164,-2.20E-07,-9.65E-09,6.48E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,29,0.027027027,0.034482759,0.822722248,25.97925918,0.577433159,151.8107599,0.576474022,0.689900046,-1.83E-07,-3.13E-07,-7.80E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,28,0.027027027,0.035714286,0.818214513,25.81884008,0.572494232,152.0120268,0.571761961,0.673260358,-1.23E-07,-2.43E-07,2.85E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,27,0.027027027,0.037037037,0.813456091,25.6598212,0.5672928,152.2566706,0.566491115,0.656085084,-3.23E-08,-2.71E-07,2.08E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,26,0.027027027,0.038461538,0.80842469,25.47745365,0.562132877,152.3959771,0.562132877,0.638349143,1.01E-13,1.56E-14,1.33E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,25,0.027027027,0.04,0.803083264,25.3248359,0.556328158,152.7519401,0.555470002,0.620033613,-1.61E-07,-3.02E-07,-6.40E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,24,0.027027027,0.041666667,0.797418504,25.14250432,0.550610682,152.9662677,0.550056885,0.601109494,-2.22E-07,-1.99E-07,2.05E-11
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,23,0.027027027,0.043478261,0.791394077,24.97875369,0.544322732,153.3503904,0.542776157,0.581559752,-2.21E-07,-5.70E-07,-8.22E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,22,0.027027027,0.045454545,0.78497019,24.7626332,0.538399797,153.4323411,0.53831648,0.561345676,-2.27E-07,-3.14E-08,3.15E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,21,0.027027027,0.047619048,0.778112175,24.56510325,0.531844013,153.6956693,0.531844008,0.54045625,-7.71E-13,-1.89E-12,1.29E-12
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,20,0.027027027,0.05,0.770748226,24.3914215,0.524592568,154.1766297,0.522994819,0.51886727,-1.48E-07,-6.35E-07,7.93E-13
1,0.140168,0.13,0.32596,0.1,0.3,0.45,40,37,19,0.027027027,0.052631579,0.762845792,24.15287626,0.517758127,154.2657408,0.517758127,0.496540101,-1.28E-12,3.28E-14,1.49E-11
